city,city_type,state,city_size,mode,n,percent,moe,state_abb,state_region
Franklin city,City,Tennessee,Small,Walk,142,0.4,0.3,TN,South
Franklin city,City,Wisconsin,Small,Walk,88,0.5,0.4,WI,North Central
Franklin Town city,City,Massachusetts,Small,Walk,279,1.7,0.6,MA,Northeast
Frederick city,City,Maryland,Small,Walk,1406,4.1,0.8,MD,South
Fredericksburg city,City,Virginia,Small,Walk,729,6.3,2.5,VA,South
Freeport city,City,Illinois,Small,Walk,384,3.6,1.3,IL,North Central
Freeport village,Village,New York,Small,Walk,981,4.7,1.1,NY,Northeast
Fremont city,City,Nebraska,Small,Walk,448,3.4,0.9,NE,North Central
Fridley city,City,Minnesota,Small,Walk,207,1.5,0.7,MN,North Central
Friendswood city,City,Texas,Small,Walk,100,0.6,0.5,TX,South
Gadsden city,City,Alabama,Small,Walk,191,1.6,1.1,AL,South
Gahanna city,City,Ohio,Small,Walk,149,0.8,0.4,OH,North Central
Gainesville city,City,Georgia,Small,Walk,485,3.3,1,GA,South
Gaithersburg city,City,Maryland,Small,Walk,725,2.2,0.7,MD,South
Galesburg city,City,Illinois,Small,Walk,718,5.8,1.1,IL,North Central
Gallatin city,City,Tennessee,Small,Walk,104,0.8,0.7,TN,South
Gallup city,City,New Mexico,Small,Walk,407,4.9,1.9,NM,West
Galt city,City,California,Small,Walk,104,1.1,0.9,CA,West
Galveston city,City,Texas,Small,Walk,1350,6.2,1.3,TX,South
Garden City city,City,Kansas,Small,Walk,427,3.2,2,KS,North Central
Garden City city,City,Michigan,Small,Walk,72,0.6,0.4,MI,North Central
Garden City village,Village,New York,Small,Walk,295,3.1,1,NY,Northeast
Gardena city,City,California,Small,Walk,638,2.5,1,CA,West
Gardner city,City,Kansas,Small,Walk,48,0.5,0.4,KS,North Central
Gardner city,City,Massachusetts,Small,Walk,360,4.1,1.9,MA,Northeast
Garfield city,City,New Jersey,Small,Walk,445,3,1,NJ,Northeast
Garfield Heights city,City,Ohio,Small,Walk,325,2.5,0.9,OH,North Central
Garner town,Town,North Carolina,Small,Walk,166,1.2,0.9,NC,South
Gary city,City,Indiana,Small,Walk,897,3.6,0.9,IN,North Central
Gastonia city,City,North Carolina,Small,Walk,199,0.7,0.3,NC,South
Geneva city,City,Illinois,Small,Walk,167,1.6,0.9,IL,North Central
Georgetown city,City,Kentucky,Small,Walk,345,2.5,0.8,KY,South
Georgetown city,City,Texas,Small,Walk,501,2.7,1.1,TX,South
Germantown city,City,Tennessee,Small,Walk,124,0.7,0.4,TN,South
Gillette city,City,Wyoming,Small,Walk,249,1.6,0.9,WY,West
Gilroy city,City,California,Small,Walk,341,1.6,0.7,CA,West
Gladstone city,City,Missouri,Small,Walk,123,1,0.6,MO,North Central
Glen Cove city,City,New York,Small,Walk,614,5,1.9,NY,Northeast
Glen Ellyn village,Village,Illinois,Small,Walk,382,3.1,1,IL,North Central
Glendale Heights village,Village,Illinois,Small,Walk,217,1.3,0.8,IL,North Central
Glendora city,City,California,Small,Walk,320,1.4,0.7,CA,West
Glenview village,Village,Illinois,Small,Walk,268,1.3,0.5,IL,North Central
Gloucester city,City,Massachusetts,Small,Walk,745,5.3,1.2,MA,Northeast
Golden Valley city,City,Minnesota,Small,Walk,90,0.8,0.5,MN,North Central
Goldsboro city,City,North Carolina,Small,Walk,314,2.2,0.7,NC,South
Goleta city,City,California,Small,Walk,559,3.6,1.1,CA,West
Goodyear city,City,Arizona,Small,Walk,104,0.4,0.3,AZ,West
Goose Creek city,City,South Carolina,Small,Walk,2167,11.5,2.6,SC,South
Goshen city,City,Indiana,Small,Walk,597,4.5,1.3,IN,North Central
Grand Forks city,City,North Dakota,Small,Walk,1222,4.1,0.7,ND,North Central
Grand Island city,City,Nebraska,Small,Walk,152,0.6,0.3,NE,North Central
Grand Junction city,City,Colorado,Small,Walk,934,3.4,0.9,CO,West
Grandview city,City,Missouri,Small,Walk,141,1.2,0.7,MO,North Central
Granite City city,City,Illinois,Small,Walk,85,0.7,0.5,IL,North Central
Grants Pass city,City,Oregon,Small,Walk,318,2.5,1.1,OR,West
Grapevine city,City,Texas,Small,Walk,159,0.6,0.5,TX,South
Grayslake village,Village,Illinois,Small,Walk,111,1,0.5,IL,North Central
Great Falls city,City,Montana,Small,Walk,708,2.5,0.6,MT,West
Greeley city,City,Colorado,Small,Walk,1404,3.4,0.7,CO,West
Green city,City,Ohio,Small,Walk,75,0.6,0.5,OH,North Central
Greenacres city,City,Florida,Small,Walk,191,1.1,0.5,FL,South
Greenbelt city,City,Maryland,Small,Walk,498,3.7,1.5,MD,South
Greenfield city,City,Indiana,Small,Walk,156,1.7,1.1,IN,North Central
Greenfield city,City,Wisconsin,Small,Walk,161,0.9,0.5,WI,North Central
Greenville city,City,Mississippi,Small,Walk,343,3,1.2,MS,South
Greenville city,City,North Carolina,Small,Walk,1275,3.1,0.8,NC,South
Greenville city,City,South Carolina,Small,Walk,1772,6.2,1.3,SC,South
Greenville city,City,Texas,Small,Walk,166,1.7,1.1,TX,South
Greenwood city,City,Indiana,Small,Walk,137,0.5,0.3,IN,North Central
Greenwood city,City,South Carolina,Small,Walk,187,2.3,1.4,SC,South
Greer city,City,South Carolina,Small,Walk,276,2.3,1.7,SC,South
Griffin city,City,Georgia,Small,Walk,196,2.4,1.4,GA,South
Grove City city,City,Ohio,Small,Walk,165,0.9,0.6,OH,North Central
Gulfport city,City,Mississippi,Small,Walk,1240,4.1,1,MS,South
Gurnee village,Village,Illinois,Small,Walk,61,0.4,0.2,IL,North Central
Hackensack city,City,New Jersey,Small,Walk,1696,7.3,1.4,NJ,Northeast
Hagerstown city,City,Maryland,Small,Walk,676,3.9,1.2,MD,South
Haines City city,City,Florida,Small,Walk,72,0.9,0.8,FL,South
Hallandale Beach city,City,Florida,Small,Walk,412,2.6,1.2,FL,South
Haltom City city,City,Texas,Small,Walk,243,1.2,0.6,TX,South
Hamilton city,City,Ohio,Small,Walk,700,2.7,0.7,OH,North Central
Hammond city,City,Indiana,Small,Walk,757,2.4,0.5,IN,North Central
Hammond city,City,Louisiana,Small,Walk,340,4,1.3,LA,South
Hamtramck city,City,Michigan,Small,Walk,108,1.7,0.9,MI,North Central
Hanford city,City,California,Small,Walk,427,2,0.7,CA,West
Hanover Park village,Village,Illinois,Small,Walk,198,1.1,0.7,IL,North Central
Harker Heights city,City,Texas,Small,Walk,192,1.6,0.8,TX,South
Harlingen city,City,Texas,Small,Walk,338,1.6,0.7,TX,South
Harrisburg city,City,Pennsylvania,Small,Walk,1652,8.3,1.5,PA,Northeast
Harrison village,Village,New York,Small,Walk,890,7.4,1.8,NY,Northeast
Harrisonburg city,City,Virginia,Small,Walk,1467,7.2,1.2,VA,South
Harvey city,City,Illinois,Small,Walk,259,3.6,1.5,IL,North Central
Hastings city,City,Minnesota,Small,Walk,157,1.4,0.7,MN,North Central
Hastings city,City,Nebraska,Small,Walk,466,3.7,1.1,NE,North Central
Hattiesburg city,City,Mississippi,Small,Walk,940,4.6,1,MS,South
Havelock city,City,North Carolina,Small,Walk,655,6.2,2,NC,South
Haverhill city,City,Massachusetts,Small,Walk,852,2.8,0.9,MA,Northeast
Hawthorne city,City,California,Small,Walk,580,1.5,0.4,CA,West
Hays city,City,Kansas,Small,Walk,416,3.4,1.1,KS,North Central
Hazelwood city,City,Missouri,Small,Walk,117,0.9,0.6,MO,North Central
Hazleton city,City,Pennsylvania,Small,Walk,476,4.8,1.7,PA,Northeast
Helena city,City,Montana,Small,Walk,1114,7.5,1.6,MT,West
Hemet city,City,California,Small,Walk,363,1.5,0.6,CA,West
Hempstead village,Village,New York,Small,Walk,1245,5,1.4,NY,Northeast
Henderson city,City,Kentucky,Small,Walk,168,1.4,0.6,KY,South
Hendersonville city,City,Tennessee,Small,Walk,222,0.9,0.6,TN,South
Hercules city,City,California,Small,Walk,46,0.4,0.4,CA,West
Herndon town,Town,Virginia,Small,Walk,253,1.8,0.8,VA,South
Herriman city,City,Utah,Small,Walk,101,1.1,0.9,UT,West
Hesperia city,City,California,Small,Walk,246,0.9,0.5,CA,West
Hialeah Gardens city,City,Florida,Small,Walk,48,0.5,0.5,FL,South
Hickory city,City,North Carolina,Small,Walk,215,1.2,0.6,NC,South
Highland city,City,California,Small,Walk,154,0.8,0.4,CA,West
Highland Park city,City,Illinois,Small,Walk,250,1.8,0.9,IL,North Central
Highland town,Town,Indiana,Small,Walk,98,0.8,0.6,IN,North Central
Hilliard city,City,Ohio,Small,Walk,120,0.8,0.4,OH,North Central
Hillsboro city,City,Oregon,Small,Walk,1394,3.2,0.7,OR,West
Hilton Head Island town,Town,South Carolina,Small,Walk,360,2.2,0.8,SC,South
Hinesville city,City,Georgia,Small,Walk,104,0.7,0.5,GA,South
Hobart city,City,Indiana,Small,Walk,108,0.8,0.8,IN,North Central
Hobbs city,City,New Mexico,Small,Walk,249,1.8,0.8,NM,West
Hoboken city,City,New Jersey,Small,Walk,3081,9.5,1.1,NJ,Northeast
Hoffman Estates village,Village,Illinois,Small,Walk,208,0.8,0.3,IL,North Central
Holladay city,City,Utah,Small,Walk,259,2.1,1.2,UT,West
Holland city,City,Michigan,Small,Walk,1034,7.1,1.3,MI,North Central
Hollister city,City,California,Small,Walk,261,1.7,0.7,CA,West
Holly Springs town,Town,North Carolina,Small,Walk,23,0.2,0.2,NC,South
Holyoke city,City,Massachusetts,Small,Walk,706,4.7,1.4,MA,Northeast
Homer Glen village,Village,Illinois,Small,Walk,49,0.4,0.3,IL,North Central
Homestead city,City,Florida,Small,Walk,197,0.8,0.5,FL,South
Homewood city,City,Alabama,Small,Walk,362,2.9,1,AL,South
Hoover city,City,Alabama,Small,Walk,369,0.9,0.5,AL,South
Hopewell city,City,Virginia,Small,Walk,88,1.1,0.6,VA,South
Hopkinsville city,City,Kentucky,Small,Walk,153,1.3,0.6,KY,South
Horn Lake city,City,Mississippi,Small,Walk,47,0.4,0.6,MS,South
Hot Springs city,City,Arkansas,Small,Walk,365,2.6,0.9,AR,South
Houma city,City,Louisiana,Small,Walk,228,1.6,0.8,LA,South
Huber Heights city,City,Ohio,Small,Walk,139,0.8,0.5,OH,North Central
Hudson city,City,Ohio,Small,Walk,143,1.4,0.6,OH,North Central
Huntersville town,Town,North Carolina,Small,Walk,177,0.7,0.4,NC,South
Huntington city,City,West Virginia,Small,Walk,1379,6.8,1.2,WV,South
Huntington Park city,City,California,Small,Walk,1370,5.7,1,CA,West
Huntley village,Village,Illinois,Small,Walk,0,0,0.3,IL,North Central
Huntsville city,City,Texas,Small,Walk,684,6.2,2.3,TX,South
Hurst city,City,Texas,Small,Walk,166,0.9,0.5,TX,South
Hutchinson city,City,Kansas,Small,Walk,238,1.3,0.6,KS,North Central
Idaho Falls city,City,Idaho,Small,Walk,558,2.2,0.6,ID,West
Imperial Beach city,City,California,Small,Walk,227,2,1,CA,West
Independence city,City,Kentucky,Small,Walk,31,0.3,0.4,KY,South
Indian Trail town,Town,North Carolina,Small,Walk,27,0.2,0.2,NC,South
Indio city,City,California,Small,Walk,431,1.5,0.6,CA,West
Inkster city,City,Michigan,Small,Walk,52,0.7,0.5,MI,North Central
Inver Grove Heights city,City,Minnesota,Small,Walk,269,1.5,0.7,MN,North Central
Iowa City city,City,Iowa,Small,Walk,5819,15.5,1.6,IA,North Central
Issaquah city,City,Washington,Small,Walk,319,2,0.9,WA,West
Ithaca city,City,New York,Small,Walk,5575,42.4,3.8,NY,Northeast
Jackson city,City,Michigan,Small,Walk,435,3.7,1.1,MI,North Central
Jackson city,City,Tennessee,Small,Walk,376,1.4,0.5,TN,South
Jacksonville Beach city,City,Florida,Small,Walk,181,1.5,0.8,FL,South
Jacksonville city,City,Arkansas,Small,Walk,297,2.3,0.9,AR,South
Jacksonville city,City,North Carolina,Small,Walk,3818,10,1.3,NC,South
Jamestown city,City,New York,Small,Walk,938,7.4,2,NY,Northeast
Janesville city,City,Wisconsin,Small,Walk,492,1.7,0.5,WI,North Central
Jefferson City city,City,Missouri,Small,Walk,353,1.8,0.7,MO,North Central
Jeffersontown city,City,Kentucky,Small,Walk,77,0.6,0.5,KY,South
Jeffersonville city,City,Indiana,Small,Walk,406,1.9,0.7,IN,North Central
Johns Creek city,City,Georgia,Small,Walk,445,1.2,0.6,GA,South
Johnson City city,City,Tennessee,Small,Walk,575,2.1,0.6,TN,South
Johnstown city,City,Pennsylvania,Small,Walk,468,6.4,1.6,PA,Northeast
Jonesboro city,City,Arkansas,Small,Walk,467,1.6,0.6,AR,South
Joplin city,City,Missouri,Small,Walk,622,2.6,0.7,MO,North Central
Junction City city,City,Kansas,Small,Walk,244,2.1,1.2,KS,North Central
Juneau city and borough,Borough,Alaska,Small,Walk,1369,8.1,1.3,AK,West
Jupiter town,Town,Florida,Small,Walk,259,1,0.6,FL,South
Jurupa Valley city,City,California,Small,Walk,585,1.5,0.5,CA,West
Kalamazoo city,City,Michigan,Small,Walk,2477,7.6,1.2,MI,North Central
Kalispell city,City,Montana,Small,Walk,240,2.7,1.2,MT,West
Kankakee city,City,Illinois,Small,Walk,262,2.6,0.9,IL,North Central
Kannapolis city,City,North Carolina,Small,Walk,400,2.3,1,NC,South
Kaysville city,City,Utah,Small,Walk,198,1.7,0.8,UT,West
Kearney city,City,Nebraska,Small,Walk,678,3.9,1.1,NE,North Central
Kearny town,Town,New Jersey,Small,Walk,1028,5.4,1.2,NJ,Northeast
Keene city,City,New Hampshire,Small,Walk,1305,11.6,2.3,NH,Northeast
Keizer city,City,Oregon,Small,Walk,207,1.3,0.7,OR,West
Keller city,City,Texas,Small,Walk,117,0.6,0.4,TX,South
Kenmore city,City,Washington,Small,Walk,104,1,0.9,WA,West
Kenner city,City,Louisiana,Small,Walk,459,1.4,0.4,LA,South
Kennesaw city,City,Georgia,Small,Walk,208,1.4,1.4,GA,South
Kennewick city,City,Washington,Small,Walk,659,2,0.7,WA,West
Kent city,City,Ohio,Small,Walk,1626,11.3,1.9,OH,North Central
Kentwood city,City,Michigan,Small,Walk,206,0.8,0.4,MI,North Central
Kernersville town,Town,North Carolina,Small,Walk,139,1.2,0.7,NC,South
Kerrville city,City,Texas,Small,Walk,211,2.5,1.1,TX,South
Kettering city,City,Ohio,Small,Walk,461,1.7,0.6,OH,North Central
Key West city,City,Florida,Small,Walk,957,6.8,2.2,FL,South
Kingman city,City,Arizona,Small,Walk,336,3.1,1.5,AZ,West
Kingsport city,City,Tennessee,Small,Walk,234,1.1,0.4,TN,South
Kingston city,City,New York,Small,Walk,632,6,1.7,NY,Northeast
Kingsville city,City,Texas,Small,Walk,427,4,1.6,TX,South
Kinston city,City,North Carolina,Small,Walk,171,2.3,1.3,NC,South
Kirkland city,City,Washington,Small,Walk,408,1.5,0.5,WA,West
Kirkwood city,City,Missouri,Small,Walk,212,1.5,0.8,MO,North Central
Kiryas Joel village,Village,New York,Small,Walk,1166,31.6,4.2,NY,Northeast
Kissimmee city,City,Florida,Small,Walk,380,1.4,0.7,FL,South
Klamath Falls city,City,Oregon,Small,Walk,672,7.5,2.2,OR,West
Kokomo city,City,Indiana,Small,Walk,554,2.6,0.9,IN,North Central
Kyle city,City,Texas,Small,Walk,84,0.6,0.5,TX,South
La Cañada Flintridge city,City,California,Small,Walk,88,1,0.5,CA,West
La Crosse city,City,Wisconsin,Small,Walk,2210,8.1,1.3,WI,North Central
La Habra city,City,California,Small,Walk,554,2,0.6,CA,West
La Mesa city,City,California,Small,Walk,570,2,0.8,CA,West
La Mirada city,City,California,Small,Walk,691,3.2,1,CA,West
La Porte city,City,Indiana,Small,Walk,192,2,0.9,IN,North Central
La Porte city,City,Texas,Small,Walk,21,0.1,0.1,TX,South
La Puente city,City,California,Small,Walk,212,1.3,0.4,CA,West
La Quinta city,City,California,Small,Walk,108,0.7,0.5,CA,West
La Vergne city,City,Tennessee,Small,Walk,53,0.3,0.3,TN,South
La Verne city,City,California,Small,Walk,308,2.2,0.8,CA,West
Lacey city,City,Washington,Small,Walk,264,1.5,0.7,WA,West
Lafayette city,City,California,Small,Walk,137,1.3,0.7,CA,West
Lafayette city,City,Colorado,Small,Walk,324,2.4,1,CO,West
Lafayette city,City,Indiana,Small,Walk,623,1.9,0.4,IN,North Central
LaGrange city,City,Georgia,Small,Walk,384,3.5,1.6,GA,South
Laguna Beach city,City,California,Small,Walk,311,2.6,1,CA,West
Laguna Hills city,City,California,Small,Walk,148,1,0.8,CA,West
Laguna Niguel city,City,California,Small,Walk,264,0.8,0.4,CA,West
Lake Charles city,City,Louisiana,Small,Walk,840,2.7,0.7,LA,South
Lake Elsinore city,City,California,Small,Walk,335,1.6,0.9,CA,West
Lake Forest city,City,California,Small,Walk,548,1.3,0.6,CA,West
Lake Havasu City city,City,Arizona,Small,Walk,242,1.2,0.7,AZ,West
Lake in the Hills village,Village,Illinois,Small,Walk,49,0.3,0.3,IL,North Central
Lake Jackson city,City,Texas,Small,Walk,186,1.5,1,TX,South
Lake Oswego city,City,Oregon,Small,Walk,358,2,0.8,OR,West
Lake Stevens city,City,Washington,Small,Walk,106,0.8,0.5,WA,West
Lake Worth city,City,Florida,Small,Walk,603,3.6,1.2,FL,South
Lakeland city,City,Florida,Small,Walk,848,2.2,0.6,FL,South
Lakeville city,City,Minnesota,Small,Walk,161,0.5,0.3,MN,North Central
Lakewood city,City,California,Small,Walk,569,1.5,0.5,CA,West
Lakewood city,City,Ohio,Small,Walk,777,2.7,0.6,OH,North Central
Lakewood city,City,Washington,Small,Walk,865,3.5,1.2,WA,West
Lancaster city,City,Ohio,Small,Walk,520,3.2,1,OH,North Central
Lancaster city,City,Pennsylvania,Small,Walk,2639,10.9,1.5,PA,Northeast
Lancaster city,City,Texas,Small,Walk,73,0.5,0.6,TX,South
Lansing village,Village,Illinois,Small,Walk,109,0.8,0.4,IL,North Central
Laramie city,City,Wyoming,Small,Walk,1475,9.2,1.6,WY,West
Largo city,City,Florida,Small,Walk,576,1.8,0.7,FL,South
Lauderdale Lakes city,City,Florida,Small,Walk,76,0.5,0.5,FL,South
Lauderhill city,City,Florida,Small,Walk,481,1.6,1,FL,South
Laurel city,City,Maryland,Small,Walk,506,3.6,1.2,MD,South
Lawndale city,City,California,Small,Walk,297,2.1,0.9,CA,West
Lawrence city,City,Indiana,Small,Walk,304,1.4,0.7,IN,North Central
Lawrence city,City,Kansas,Small,Walk,3051,6.4,1,KS,North Central
Lawrence city,City,Massachusetts,Small,Walk,1244,4.1,0.8,MA,Northeast
Lawrenceville city,City,Georgia,Small,Walk,180,1.5,1.1,GA,South
Lawton city,City,Oklahoma,Small,Walk,2401,5.3,0.8,OK,South
Layton city,City,Utah,Small,Walk,494,1.6,0.6,UT,West
League City city,City,Texas,Small,Walk,208,0.5,0.3,TX,South
Leander city,City,Texas,Small,Walk,61,0.5,0.4,TX,South
Leavenworth city,City,Kansas,Small,Walk,659,4.6,1.2,KS,North Central
Leawood city,City,Kansas,Small,Walk,74,0.5,0.4,KS,North Central
Lebanon city,City,Ohio,Small,Walk,219,2.3,1.3,OH,North Central
Lebanon city,City,Pennsylvania,Small,Walk,671,6.4,1.7,PA,Northeast
Lebanon city,City,Tennessee,Small,Walk,139,1.3,0.8,TN,South
Lee's Summit city,City,Missouri,Small,Walk,242,0.5,0.3,MO,North Central
Leesburg city,City,Florida,Small,Walk,157,2.1,1.7,FL,South
Leesburg town,Town,Virginia,Small,Walk,584,2.6,1.2,VA,South
Lehi city,City,Utah,Small,Walk,160,0.9,0.4,UT,West
Lemon Grove city,City,California,Small,Walk,177,1.7,1.6,CA,West
Lemoore city,City,California,Small,Walk,172,1.6,1,CA,West
Lenexa city,City,Kansas,Small,Walk,231,0.9,0.4,KS,North Central
Leominster city,City,Massachusetts,Small,Walk,439,2.2,0.7,MA,Northeast
Lewiston city,City,Idaho,Small,Walk,433,2.8,0.9,ID,West
Lewiston city,City,Maine,Small,Walk,1362,8.5,1.7,ME,Northeast
Lewisville city,City,Texas,Small,Walk,467,0.9,0.4,TX,South
Liberal city,City,Kansas,Small,Walk,251,2.7,1.4,KS,North Central
Liberty city,City,Missouri,Small,Walk,330,2.4,1,MO,North Central
Libertyville village,Village,Illinois,Small,Walk,200,2,1,IL,North Central
Lima city,City,Ohio,Small,Walk,451,3.3,1.3,OH,North Central
Lincoln city,City,California,Small,Walk,132,0.9,0.6,CA,West
Lincoln Park city,City,Michigan,Small,Walk,116,0.8,0.5,MI,North Central
Linden city,City,New Jersey,Small,Walk,494,2.5,0.8,NJ,Northeast
Lindenhurst village,Village,New York,Small,Walk,307,2.2,1.1,NY,Northeast
Lino Lakes city,City,Minnesota,Small,Walk,45,0.4,0.5,MN,North Central
Lisle village,Village,Illinois,Small,Walk,333,2.8,1,IL,North Central
Little Elm city,City,Texas,Small,Walk,58,0.5,0.5,TX,South
Littleton city,City,Colorado,Small,Walk,492,2.4,0.8,CO,West
Livermore city,City,California,Small,Walk,583,1.4,0.5,CA,West
Livonia city,City,Michigan,Small,Walk,233,0.5,0.2,MI,North Central
Lockport city,City,Illinois,Small,Walk,44,0.4,0.4,IL,North Central
Lockport city,City,New York,Small,Walk,450,4.8,1.4,NY,Northeast
Lodi borough,Borough,New Jersey,Small,Walk,308,2.7,1.3,NJ,Northeast
Lodi city,City,California,Small,Walk,522,2.2,0.6,CA,West
Logan city,City,Utah,Small,Walk,1856,7.7,1.4,UT,West
Loma Linda city,City,California,Small,Walk,467,4.6,1.5,CA,West
Lombard village,Village,Illinois,Small,Walk,424,1.9,0.7,IL,North Central
Lomita city,City,California,Small,Walk,127,1.3,0.9,CA,West
Lompoc city,City,California,Small,Walk,696,4.3,1.3,CA,West
Long Beach city,City,New York,Small,Walk,1186,6.5,1.4,NY,Northeast
Long Branch city,City,New Jersey,Small,Walk,699,4.5,1.7,NJ,Northeast
Longmont city,City,Colorado,Small,Walk,895,2.1,0.5,CO,West
Longview city,City,Texas,Small,Walk,202,0.6,0.2,TX,South
Longview city,City,Washington,Small,Walk,241,1.8,0.7,WA,West
Lorain city,City,Ohio,Small,Walk,318,1.3,0.5,OH,North Central
Los Altos city,City,California,Small,Walk,194,1.6,0.6,CA,West
Los Banos city,City,California,Small,Walk,115,0.9,0.5,CA,West
Los Gatos town,Town,California,Small,Walk,254,2,0.8,CA,West
Loveland city,City,Colorado,Small,Walk,414,1.3,0.4,CO,West
Loves Park city,City,Illinois,Small,Walk,98,0.9,0.6,IL,North Central
Lufkin city,City,Texas,Small,Walk,258,1.8,1.1,TX,South
Lumberton city,City,North Carolina,Small,Walk,106,1.4,0.9,NC,South
Lynchburg city,City,Virginia,Small,Walk,1526,4.7,0.8,VA,South
Lynn city,City,Massachusetts,Small,Walk,1892,4.7,0.9,MA,Northeast
Lynnwood city,City,Washington,Small,Walk,688,3.9,1,WA,West
Lynwood city,City,California,Small,Walk,854,3.4,0.8,CA,West
Machesney Park village,Village,Illinois,Small,Walk,52,0.5,0.4,IL,North Central
Macon city,City,Georgia,Small,Walk,936,3,0.7,GA,South
Madera city,City,California,Small,Walk,491,2.9,1.3,CA,West
Madison city,City,Alabama,Small,Walk,36,0.2,0.2,AL,South
Madison city,City,Mississippi,Small,Walk,32,0.3,0.4,MS,South
Madison Heights city,City,Michigan,Small,Walk,173,1.3,0.7,MI,North Central
Malden city,City,Massachusetts,Small,Walk,748,2.5,0.8,MA,Northeast
Manassas city,City,Virginia,Small,Walk,471,2.5,1.1,VA,South
